codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
28101,BPP-5/8  ,Broca plana de manita 5/8' para madera Pretul,6,72,35,Pieza,7.51E+12,22,0,29,22,35,25,18.97,30.17,Pretul,27.59,32,27111500,Herramientas de corte y engarzado y punzones,P797,Brocas planas,0.06,211.639
28102,BPP-3/4  ,Broca plana de manita 3/4' para madera Pretul,6,72,36,Pieza,7.51E+12,23,0,30,23,36,25.86,19.83,31.03,Pretul,28.45,33,27111500,Herramientas de corte y engarzado y punzones,P797,Brocas planas,0.05,215.096
28103,BPP-7/8  ,Broca plana de manita 7/8' para madera Pretul,6,72,38,Pieza,7.51E+12,24,0,32,24,38,27.59,20.69,32.76,Pretul,29.31,34,27111500,Herramientas de corte y engarzado y punzones,P797,Brocas planas,0.04,214.499
28104,BPP-1  ,Broca plana de manita 1' para madera Pretul,6,72,39,Pieza,7.51E+12,25,0,33,25,39,28.45,21.55,33.62,Pretul,31.03,36,27111500,Herramientas de corte y engarzado y punzones,P797,Brocas planas,0.06,215.847
28108,J-BPP-6  ,Juego de brocas planas de manita 6 piezas Pretul,6,36,205,Set,7.51E+12,129,0,167,129,205,143.97,111.21,176.72,Pretul,159.48,185,27111500,Herramientas de corte y engarzado y punzones,P797,Brocas planas,0.27,599.85
28109,INT-TR-1220P,Interruptor de repuesto p/ROTI-20P/12P y TALI-20P/12P,1,120,135,Pieza,7.51E+12,79,0,109,79,135,93.97,68.1,116.38,Pretul,102.59,119,39122200,Interruptores electricos y accesorios,P820,Refacciones para maquinas,0.04,204.687
28112,ROTO-1/2P6,Rotomartillo 1/2' 550 W Pretul,2,12,635,Pieza,7.51E+12,475,0,525,475,635,452.59,409.48,547.41,Pretul,495.69,575,27111515,Taladro de mano,P097,Maquinas portatiles,2,7318.084
28113,ROTO-3/8P6,Rotomartillo 3/8' 550 W Pretul,2,8,595,Pieza,7.51E+12,445,0,485,445,595,418.1,383.62,512.93,Pretul,464.66,539,27111515,Taladro de mano,P097,Maquinas portatiles,1.7,7530.023
28131,CJ-COMP-KIT20P2,Caja de empaque de repuesto para COMP-KIT20P2 Pretul,1,10,225,Pieza,7.50E+12,155,0,185,155,225,159.48,133.62,193.97,Pretul,176.72,205,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.347,10796.7
28132,BAN-RECE-160P,Banda de repuesto p/revolvedora de cemento RECE-160P Pretul,1,20,109,Pieza,7.51E+12,65,0,92,65,109,79.31,56.03,93.97,Pretul,85.34,99,31162800,Ferreteria en general,P820,Refacciones para maquinas,0.085,1320.3
28133,RD-RECE-160P,Rueda de repuesto p/revolvedora de cemento RECE-160P Pretul,1,5,475,Pieza,7.51E+12,279,0,385,279,475,331.9,240.52,409.48,Pretul,366.38,425,31162800,Ferreteria en general,P820,Refacciones para maquinas,1.46,12852
28134,KC-RECE-160P,Kit de carburador p/revolvedora de cemento RECE-160P Pretul,1,20,485,Juego,7.51E+12,285,0,395,285,485,340.52,245.69,418.1,Pretul,375,435,26101700,Accesorios y componentes de motor,P820,Refacciones para maquinas,0.285,2522.88
28135,BUJI-RECE-160P,Bujia p/revolvedora de cemento RECE-160P Pretul,1,40,59,Pieza,7.51E+12,35,0,49,35,59,42.24,30.17,50.86,Pretul,47.41,55,31162800,Ferreteria en general,P820,Refacciones para maquinas,0.06,104.2
28136,FA-RECE-160P,Filtro de aire p/revolvedora de cemento RECE-160P Pretul,1,96,95,Pieza,7.51E+12,55,0,77,55,95,66.38,47.41,81.9,Pretul,73.28,85,40161500,Filtros,P820,Refacciones para maquinas,0.045,281.9
28144,CMB-62P,Combo cerraduras llave-llave Negro Hemex Basic,3,12,325,Set,7.51E+12,225,0,269,225,325,231.9,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.87,2821.065
28146,REP-CAREL-11P,Bolsa c/2 micas para careta CAREL-11P Pretul,6,120,55,Pieza,7.50E+12,33,0,46,33,55,39.66,28.45,47.41,Pretul,43.1,50,31162800,Ferreteria en general,P562,Caretas gafas y protectores de carnaza,0.02,100.035
28149,CJ-DES-25P,Caja de empaque de repuesto para DES-25P Pretul,1,10,185,Pieza,7.51E+12,125,0,149,125,185,128.45,107.76,159.48,Pretul,142.24,165,24112404,Caja,P751,Cajas de repuesto,0.78,7695
28157,CJ-BASE-40P,Caja empaque de repuesto para BASE-40P Pretul,1,10,36,Pieza,7.50E+12,25,0,29,25,36,25,21.55,31.03,Pretul,28.45,33,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,0.221,1084.1
28158,PPC-6PG,Pinza de punta y corte 6' mango de vinil a granel Pretul,12,60,65,Pieza,7.51E+12,45,0,54,45,65,46.55,38.79,56.03,Pretul,50.86,59,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.136,162.081
28159,PCD-6PG,Pinza de corte diagonal 6' mango de vinil a granel Pretul,12,60,65,Pieza,7.51E+12,45,0,54,45,65,46.55,38.79,56.03,Pretul,50.86,59,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.165,208.116
28160,PCH-10P,Pinza de chofer 10' mango de PVC Pretul,6,60,129,Pieza,7.51E+12,89,0,106,89,129,91.38,76.72,111.21,Pretul,100.86,117,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.355,612.721
28161,PEX-8P,Pinza de extension 8' mango de PVC Pretul,6,36,85,Pieza,7.51E+12,59,0,70,59,85,60.34,50.86,73.28,Pretul,66.38,77,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.265,581.248
28162,PEX-10P,Pinza de extension 10' mango de PVC Pretul,6,36,115,Pieza,7.51E+12,79,0,95,79,115,81.9,68.1,99.14,Pretul,90.52,105,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.41,964.565
28163,PEX-12P,Pinza de extension 12' mango de PVC Pretul,6,36,159,Pieza,7.51E+12,110,0,132,110,159,113.79,94.83,137.07,Pretul,125,145,27112100,Herramientas de sujecion y fijacion,P108,Pinzas,0.56,1037.232
28200,LL-21PS,Llave de esfera de zinc 1/2' 110 g s/adaptador Pretul,12,72,48,Pieza,7.50E+12,33,0,39,33,48,33.62,28.45,41.38,Pretul,37.93,44,27112000,Herramientas manuales de jardineria agricultura y forestacion,P177,Llaves de jardin,0.1,187.02
28204,BOS-3/4LMP,Bomba sumergible tipo bala 3/4 HP agua limpia Pretul,1,0,2450,Pieza,7.51E+12,1850,0,2050,1850,2450,1767.24,1594.83,2112.07,Pretul,1939.66,2250,40151500,Bombas,P146,Bombas para agua,0,0
28205,BOS-1/2LMP,Bomba sumergible tipo bala 1/2 HP agua limpia Pretul,1,0,2195,Pieza,7.51E+12,1650,0,1815,1650,2195,1564.66,1422.41,1892.24,Pretul,1719.83,1995,40151500,Bombas,P146,Bombas para agua,0,0
28206,LED-170B,Lampara LED alta potencia 20W (equiv. 170W) luz de dia Basic,4,64,50,Pieza,7.51E+12,35,0,42,35,50,36.21,30.17,43.1,Volteck,38.79,45,39101600,Lamparas y bombillas,P574,Lamparas de LED,0.095,1288.438
28207,LED-250B,Lampara LED alta potencia 25W (equiv. 250W) luz de dia Basic,4,48,79,Pieza,7.51E+12,55,0,65,55,79,56.03,47.41,68.1,Volteck,62.93,73,39101600,Lamparas y bombillas,P574,Lamparas de LED,0.15,2411.77
28208,LED-350B,Lampara LED alta potencia 35W (equiv. 300W) luz de dia Basic,4,32,109,Pieza,7.51E+12,75,0,89,75,109,76.72,64.66,93.97,Volteck,85.34,99,39101600,Lamparas y bombillas,P574,Lamparas de LED,0.21,3178.431
28209,LED-450B,Lampara LED alta potencia 40W (equiv. 400W) luz de dia Basic,4,24,145,Pieza,7.51E+12,99,0,119,99,145,102.59,85.34,125,Volteck,111.21,129,39101600,Lamparas y bombillas,P574,Lamparas de LED,0.285,4786.445
28211,CB-GEN-10P,Carburador para generador a gasolina GEN-10P Pretul,1,36,305,Pieza,7.51E+12,195,0,255,195,305,219.83,168.1,262.93,Pretul,237.07,275,31162800,Ferreteria en general,P759,Carburadores,0.18,1102.604
28212,CB-GEN-25P,Carburador para generador a gasolina GEN-25P Pretul,1,36,305,Pieza,7.51E+12,195,0,255,195,305,219.83,168.1,262.93,Pretul,237.07,275,31162800,Ferreteria en general,P759,Carburadores,0.22,1381.528
28213,CB-GEN-55P,Carburador para generador a gasolina GEN-55P Pretul,1,36,585,Pieza,7.51E+12,375,0,485,375,585,418.1,323.28,504.31,Pretul,461.21,535,31162800,Ferreteria en general,P759,Carburadores,0.4,2657.488
28214,CB-GEN-70P,Carburador para generador a gasolina GEN-70P Pretul,1,36,559,Pieza,7.51E+12,355,0,465,355,559,400.86,306.03,481.9,Pretul,435.34,505,31162800,Ferreteria en general,P759,Carburadores,0.445,1527.75
28215,CJ-HILA-1300P,Caja de empaque de repuesto para HILA-1300P Pretul,1,10,85,Pieza,7.51E+12,59,0,69,59,85,59.48,50.86,73.28,Pretul,68.1,79,24112404,Caja,P751,Cajas de repuesto,0.5,3467.25
28216,JGO-PEPI-3P,Juego de 2 pinzas y 1 llave ajustable mangos de PVC Pretul,4,12,215,Juego,7.51E+12,149,0,179,149,215,154.31,128.45,185.34,Pretul,168.1,195,27113201,Conjuntos generales de herramientas,P108,Pinzas,0.48,1598.469
28220,LIOR-1/3P4,Lijadora orbital 1/3 hoja 150 W Pretul,1,2,655,Pieza,7.51E+12,495,0,545,495,655,469.83,426.72,564.66,Pretul,512.93,595,27112700,Herramientas mecanicas,P097,Maquinas portatiles,1.42,6283.2
28221,CB-LIOR-1/3P4,Bolsa con 2 carbones de repuesto para LIOR-1/3P4 Truper,1,288,37,Par,7.50E+12,22,0,31,22,37,26.72,18.97,31.9,Pretul,29.31,34,26101400,Componentes de motores o generadores,P240,Carbones para maquinas,0.005,60.192
28222,INT-LIOR-1/3P4,Interruptor de repuesto para LIOR-1/3P4 Truper,1,144,75,Pieza,7.50E+12,45,0,63,45,75,54.31,38.79,64.66,Pretul,59.48,69,39122200,Interruptores electricos y accesorios,P820,Refacciones para maquinas,0.031,153.811
28223,BASE-LIOR-1/3P4,Base hook and loop para LIOR-1/3P4 Truper,1,36,83,Pieza,7.50E+12,49,0,68,49,83,58.62,42.24,71.55,Pretul,64.66,75,31162800,Ferreteria en general,P820,Refacciones para maquinas,0.14,591.713
28228,UNA-238P,Alicate para manicure 3-3/4' cabeza recta Pretul,6,60,117,Pieza,7.51E+12,75,0,99,75,117,85.34,64.66,100.86,Pretul,90.52,105,42142000,Instrumentos de grado bajo 'floor grade',P843,Tijeras alicates y cortador de unas,0,0
28230,UNA-348P,Alicate para pedicure 4-3/4' cabeza curva Pretul,6,60,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Pretul,116.38,135,42142000,Instrumentos de grado bajo 'floor grade',P843,Tijeras alicates y cortador de unas,0,0
28232,UNA-438P,Tijera para manicure 3-3/4' mango plastico Pretul,6,60,39,Pieza,7.51E+12,25,0,33,25,39,28.45,21.55,33.62,Pretul,31.03,36,44121618,Tijeras,P843,Tijeras alicates y cortador de unas,0,0
28236,ESMA-4-1/2P5,Esmeriladora angular 4-1/2' 550 W Pretul,2,8,565,Pieza,7.51E+12,425,0,465,425,565,400.86,366.38,487.07,Pretul,443.97,515,27111905,Esmeriladoras,P097,Maquinas portatiles,2.1,7274.304
28238,CJ-COMP-KIT20P,Caja de empaque de repuesto para COMP-KIT20P Pretul,1,10,187,Pieza,7.51E+12,129,0,155,129,187,133.62,111.21,161.21,Pretul,145.69,169,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.39,9838.4
28239,CJ-COMP-20LP,Caja de empaque de repuesto para COMP-20LP Pretul,1,10,187,Pieza,7.51E+12,129,0,155,129,187,133.62,111.21,161.21,Pretul,145.69,169,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.36,10040.625
28240,CJ-COMP-40LP,Caja de empaque de repuesto para COMP-40LP Pretul,1,10,255,Pieza,7.51E+12,175,0,209,175,255,180.17,150.86,219.83,Pretul,197.41,229,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.828,13194.72
28241,CJ-COMP-KIT40P,Caja de empaque de repuesto para COMP-KIT40P Pretul,1,10,255,Pieza,7.51E+12,175,0,209,175,255,180.17,150.86,219.83,Pretul,197.41,229,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.818,14131.6
28255,CJ-BOAP-1/2P3,Caja de empaque de repuesto para BOAP-1/2P3 Pretul,1,10,17,Pieza,7.51E+12,12,0,14,12,17,12.07,10.34,14.66,Pretul,13.79,16,31162800,Ferreteria en general,P751,Cajas de repuesto,0.132,783.068
28260,CT-612P,Carda copa 5' alambre trenzado fino eje 5/8'-11 Pretul,4,20,179,Pieza,7.51E+12,115,0,149,115,179,128.45,99.14,154.31,Pretul,142.24,165,23131503,Ruedas de esmerilado,P025,Cardas,0.87,2143.632
28261,CT-612XP,Carda copa 5' alambre trenzado grueso eje 5/8'-11 Pretul,4,20,179,Pieza,7.51E+12,115,0,149,115,179,128.45,99.14,154.31,Pretul,142.24,165,23131503,Ruedas de esmerilado,P025,Cardas,0.895,2117.5
28264,CO-512P,Carda copa 5' alambre ondulado fino eje 5/8'-11 Pretul,4,20,165,Pieza,7.51E+12,105,0,135,105,165,116.38,90.52,142.24,Pretul,128.45,149,23131503,Ruedas de esmerilado,P025,Cardas,0.63,2156.168
28294,CJ-RECE-160P-1,Caja de empaque de repuesto para motor RECE-160P Pretul,1,10,265,Pieza,7.51E+12,185,0,225,185,265,193.97,159.48,228.45,Pretul,211.21,245,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,3.052,21844.8
28295,CJ-RECE-160P-2,Caja de empaque de repuesto para accesorios RECE-160P Pretu,1,10,265,Pieza,7.51E+12,185,0,225,185,265,193.97,159.48,228.45,Pretul,211.21,245,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,1.547,11475
28301,M-CORSOL-P,Manguera cuata reforzada de 4.5 m para oxiacetileno Pretul,1,6,589,Pieza,7.50E+12,375,0,485,375,589,418.1,323.28,507.76,Pretul,461.21,535,40142000,Mangueras,P679,Equipos de corte y soldadura,1.605,3721.113
28302,CA-POL-1P,Cadena para polipasto POL-1P Pretul,1,3,495,Pieza,7.51E+12,345,0,415,345,495,357.76,297.41,426.72,Pretul,392.24,455,31151600,Cadenas,P152,Polipastos,2.595,1677.819
28303,CA-POL-2P,Cadena para polipasto POL-2P Pretul,1,3,845,Pieza,7.51E+12,585,0,705,585,845,607.76,504.31,728.45,Pretul,668.1,775,31151600,Cadenas,P152,Polipastos,5.38,4681.501
28304,CA-POL-3P,Cadena para polipasto POL-3P Pretul,1,2,1415,Pieza,7.51E+12,975,0,1165,975,1415,1004.31,840.52,1219.83,Pretul,1107.76,1285,31151600,Cadenas,P152,Polipastos,9.31,7356.8
28306,INT-SC-7-1/4P,Interruptor de repuesto para SICI-7-1/4P Pretul,1,108,93,Pieza,7.50E+12,55,0,77,55,93,66.38,47.41,80.17,Pretul,73.28,85,39122200,Interruptores electricos y accesorios,P820,Refacciones para maquinas,0.04,272.954
28312,M-HN-1/2X50P,Membrana de repuesto p/hidroneumatico HIDR-1/2X50P Pretul,1,12,655,Pieza,7.50E+12,385,0,539,385,655,464.66,331.9,564.66,Pretul,512.93,595,40161507,Membranas de filtrado,P784,Bombas para agua (refacciones),0.68,9000.129
28313,M-HN-1/2X24P,Membrana de repuesto p/hidroneumatico HIDR-1/2X24P Pretul,1,12,345,Pieza,7.50E+12,205,0,285,205,345,245.69,176.72,297.41,Pretul,271.55,315,40161507,Membranas de filtrado,P784,Bombas para agua (refacciones),0.42,5474.839
28860,CJ-GAPA-2P,Caja de empaque de repuesto para GAPA-2P,1,5,85,Pieza,7.50E+12,59,0,69,59,85,59.48,50.86,73.28,Pretul,66.38,77,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,0.552,5373.85
29002,CJ-EBA-5P,Caja de empaque de repuesto para EBA-5P Pretul,1,10,72,Pieza,7.50E+12,49,0,58,49,72,50,42.24,62.07,Pretul,55.17,64,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,0.308,1822.8
29006,LED-550V,Lampara de LED 50 W tipo ventilador con 5 aspas ajustables,2,16,235,Pieza,7.51E+12,159,0,189,159,235,162.93,137.07,202.59,Volteck,180.17,209,39101600,Lamparas y bombillas,P723,Luminarios LED,0.46,5299.3
29009,CJ-EBA-6P,Caja de empaque de repuesto para EBA-6P Pretul,1,10,99,Pieza,,69,0,82,69,99,70.69,59.48,85.34,Pretul,76.72,89,        ,null,P751,Cajas de repuesto,0,0
29015,CJ-MOT-4516P,Caja de empaque de repuesto para MOT-4516P Pretul,1,10,125,Pieza,7.51E+12,85,0,105,85,125,90.52,73.28,107.76,Pretul,99.14,115,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,0,0
29016,CJ-MOT-5220P,Caja de empaque de repuesto para MOT-5220P Pretul,1,10,135,Pieza,7.51E+12,95,0,115,95,135,99.14,81.9,116.38,Pretul,107.76,125,24121500,Cajas bolsas y sacos para empaquetado,P751,Cajas de repuesto,0,0
29026,MAN-PULA-7P,Mango de repuesto para PULA-7P Pretul,1,48,135,Pieza,7.51E+12,79,0,109,79,135,93.97,68.1,116.38,Pretul,102.59,119,27112000,Herramientas manuales de jardineria agricultura y forestacion,P820,Refacciones para maquinas,0,0
29027,INT-PULA-7P,Interruptor de repuesto para PULA-7P Pretul,6,96,49,Pieza,7.51E+12,29,0,42,29,49,36.21,25,42.24,Pretul,38.79,45,39122200,Interruptores electricos y accesorios,P820,Refacciones para maquinas,0,0
29028,PAD-PULA-7P,Base hook and loop para PULA-7P Pretul,6,96,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Pretul,116.38,135,        ,null,P098,Accesorios maquinas,0,0
29029,CB-PULA-7P,Bolsa con 2 carbones de repuesto para PULA-7P Pretul,1,96,59,Par,7.51E+12,35,0,49,35,59,42.24,30.17,50.86,Pretul,45.69,53,26101400,Componentes de motores o generadores,P240,Carbones para maquinas,0,0
29031,RET-DES-52P,Retenedor de carrete de repuesto para DES-52P Pretul,6,60,93,Pieza,7.51E+12,55,0,77,55,93,66.38,47.41,80.17,Pretul,73.28,85,        ,null,P455,Accesorios para desbrozadora,0,0
29032,TAP-DES-52P,Tapa de repuesto para DES-52P Pretul,6,36,135,Pieza,7.51E+12,79,0,109,79,135,93.97,68.1,116.38,Pretul,102.59,119,        ,null,P455,Accesorios para desbrozadora,0,0
29033,REP-DES-52P,Repuesto de carrete de hilo para DES-52P Pretul,6,60,83,Pieza,7.51E+12,49,0,68,49,83,58.62,42.24,71.55,Pretul,64.66,75,        ,null,P455,Accesorios para desbrozadora,0,0
29034,CUT-DES-52P,Cuchilla de repuesto para DES-52P Pretul,5,30,195,Pieza,7.51E+12,125,0,165,125,195,142.24,107.76,168.1,Pretul,154.31,179,31162800,Ferreteria en general,P455,Accesorios para desbrozadora,0,0
29035,CB-DES-52P,Carburador para DES-52P Pretul,6,36,555,Pieza,7.51E+12,355,0,465,355,555,400.86,306.03,478.45,Pretul,435.34,505,31162800,Ferreteria en general,P759,Carburadores,0,0
29036,KC-DES-52P,Kit de mantenimiento para carburador para DES-52P Pretul,2,500,109,Set,7.51E+12,69,0,89,69,109,76.72,59.48,93.97,Pretul,85.34,99,31162800,Ferreteria en general,P759,Carburadores,0,0
29037,AR-DES-52P,Arnes para DES-52P Pretul,1,20,305,Pieza,7.51E+12,195,0,255,195,305,219.83,168.1,262.93,Pretul,237.07,275,31162800,Ferreteria en general,P455,Accesorios para desbrozadora,0,0
29038,GD-DES-52P,Guarda para DES-52P Pretul,1,10,185,Pieza,7.51E+12,119,0,155,119,185,133.62,102.59,159.48,Pretul,145.69,169,        ,null,P455,Accesorios para desbrozadora,0,0
29039,INT-DES-52P,Interruptor para DES-52P Pretul,1,90,65,Pieza,7.51E+12,39,0,55,39,65,47.41,33.62,56.03,Pretul,50.86,59,39122200,Interruptores electricos y accesorios,P455,Accesorios para desbrozadora,0,0
29040,TAPG-DES-52P,Tapon de gasolina para DES-52P Pretul,10,50,99,Pieza,7.51E+12,59,0,83,59,99,71.55,50.86,85.34,Pretul,76.72,89,        ,null,P455,Accesorios para desbrozadora,0,0
29041,FILG-DES-52P,Filtro de aire para DES-52P Pretul,6,78,85,Pieza,7.51E+12,49,0,69,49,85,59.48,42.24,73.28,Pretul,64.66,75,40161500,Filtros,P455,Accesorios para desbrozadora,0,0
29955,ABT-560,Disco Tipo 27 de 4-1/2' x 6.2 mm desbaste de metal Pretul,5,30,27,Pieza,7.51E+12,17,0,22,17,27,18.97,14.66,23.28,Pretul,20.69,24,31162800,Ferreteria en general,P001,Discos abrasivos,0.152,120
29956,ABT-561,Disco Tipo 27 de 7' x 6.2 mm desbaste de metal Pretul,5,30,49,Pieza,7.51E+12,32,0,42,32,49,36.21,27.59,42.24,Pretul,38.79,45,31162800,Ferreteria en general,P001,Discos abrasivos,0.368,249.268
29957,ABT-562,Disco Tipo 27 de 9' x 6.2 mm desbaste de metal Pretul,5,30,77,Pieza,7.51E+12,49,0,63,49,77,54.31,42.24,66.38,Pretul,59.48,69,31162800,Ferreteria en general,P001,Discos abrasivos,0.588,397.44
29963,IMPER-M-P,Gabardina impermeable ligera de PVC talla M Pretul,5,20,119,Pieza,7.51E+12,75,0,99,75,119,85.34,64.66,102.59,Pretul,93.97,109,46181506,Ponchos de proteccion,P448,Impermeables y ponchos,0.215,786.24
29968,BAT-12P,Bateria ion litio 12 V para taladro TALI-12P Pretul,1,16,485,Pieza,7.51E+12,335,0,405,335,485,349.14,288.79,418.1,Pretul,383.62,445,31162800,Ferreteria en general,P699,Baterias y cargadores de maquinas,0.26,1507.688
29969,CAR-12P,Cargador de baterias ion litio 12 V para taladro TALI-12P,2,8,125,Pieza,7.51E+12,85,0,105,85,125,90.52,73.28,107.76,Pretul,99.14,115,31162800,Ferreteria en general,P699,Baterias y cargadores de maquinas,0.08,1315.44
29974,JFP-3,Juego de 3 formones Pretul,3,18,265,Set,7.51E+12,169,0,219,169,265,188.79,145.69,228.45,Pretul,211.21,245,31162800,Ferreteria en general,P066,Formones y gurbias,0.52,1820.752
29980,REP-CAREL-913P1,Bolsa c/2 micas para careta CAREL-913P1 Pretul,6,120,34,Par,7.51E+12,20,0,28,20,34,24.14,17.24,29.31,Pretul,26.72,31,31162800,Ferreteria en general,P562,Caretas gafas y protectores de carnaza,0.02,109.513
29981,REP-CAREL-913P2,Bolsa c/2 micas para careta CAREL-913P2 Pretul,6,120,32,Par,7.51E+12,19,0,27,19,32,23.28,16.38,27.59,Pretul,25,29,46181711,Casco de soldadura,P562,Caretas gafas y protectores de carnaza,0.02,113.208
29988,DJ-3/16P,Desarmador de caja 3/16' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.06,235.98
29989,DJ-1/4P,Desarmador de caja 1/4' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.07,230.434
29990,DJ-5/16P,Desarmador de caja 5/16' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.08,241.125
29991,DJ-3/8P,Desarmador de caja 3/8' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.09,245.414
29992,DJ-7/16P,Desarmador de caja 7/16' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.1,244.051
29993,DJ-1/2P,Desarmador de caja 1/2' mango de PVC Pretul,6,96,59,Pieza,7.51E+12,38,0,49,38,59,42.24,32.76,50.86,Pretul,46.55,54,27111701,Destornilladores,P253,Desarmadores,0.12,232.522
40002,CAUR-210,Metro de cable uso extra rudo 2 x 10 AWG en rollo de 100 m,100,0,55,Metro,7.51E+12,42,0,46,42,55,39.66,36.21,47.41,Volteck,43.1,50,26121600,Cables electricos y accesorios,P727,Cables conductores,0.226,268.96
40003,CAUR-212,Metro de cable uso extra rudo 2 x 12 AWG en rollo de 100 m,100,0,36,Metro,7.51E+12,27,0,30,27,36,25.86,23.28,31.03,Volteck,28.45,33,26121600,Cables electricos y accesorios,P727,Cables conductores,0.172,239.716
40004,CAUR-214,Metro de cable uso extra rudo 2 x 14 AWG en rollo de 100 m,100,0,27,Metro,7.51E+12,20,0,22,20,27,18.97,17.24,23.28,Volteck,20.69,24,26121600,Cables electricos y accesorios,P727,Cables conductores,0.132,196
40005,CAUR-310,Metro de cable uso extra rudo 3 x 10 AWG en rollo de 100 m,100,0,79,Metro,7.51E+12,59,0,65,59,79,56.03,50.86,68.1,Volteck,62.07,72,26121600,Cables electricos y accesorios,P727,Cables conductores,0.285,268.96
40006,CAUR-312,Metro de cable uso extra rudo 3 x 12 AWG en rollo de 100 m,100,0,50,Metro,7.51E+12,38,0,42,38,50,36.21,32.76,43.1,Volteck,39.66,46,26121600,Cables electricos y accesorios,P727,Cables conductores,0.217,248
40007,CAUR-314,Metro de cable uso extra rudo 3 x 14 AWG en rollo de 100 m,100,0,36,Metro,7.51E+12,27,0,30,27,36,25.86,23.28,31.03,Volteck,28.45,33,26121600,Cables electricos y accesorios,P727,Cables conductores,0.16,226.406
40011,VALI-1/2,Valvula de alivio 1/2' Foset,6,24,59,Pieza,7.51E+12,37,0,49,37,59,42.24,31.9,50.86,Foset,45.69,53,24141700,Tubos y nucleos de embalaje y etiquetas y accesorios,P476,Valvulas de laton,0.05,75.681
40012,VPA-01,Valvula de purga de aire 1/2' Foset,3,24,165,Pieza,7.51E+12,105,0,135,105,165,116.38,90.52,142.24,Foset,128.45,149,24141700,Tubos y nucleos de embalaje y etiquetas y accesorios,P476,Valvulas de laton,0.15,290.538
40042,CDU-14-500,Metro de cordon duplex flexible SPT 14 AWG en carrete 500 m,500,0,16.5,Metro,7.51E+12,12.45,0,13.5,12.45,16.5,11.64,10.73,14.22,Volteck,12.97,15.05,26121600,Cables electricos y accesorios,P727,Cables conductores,0.077,92.8
40043,CDU-16-500,Metro de cordon duplex flexible SPT 16 AWG en carrete 500 m,500,0,10.5,Metro,7.51E+12,7.79,0,8.55,7.79,10.5,7.37,6.72,9.05,Volteck,8.19,9.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.059,92.8
40044,CDU-12-300,Metro de cordon duplex flexible SPT 12 AWG en carrete 300 m,300,0,27.15,Metro,7.51E+12,20.35,0,22.5,20.35,27.15,19.4,17.54,23.41,Volteck,21.12,24.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.171,234.56
40045,CDU-18-500,Metro de cordon duplex flexible SPT 18 AWG en carrete 500 m,500,0,7.05,Metro,7.51E+12,5.29,0,5.85,5.29,7.05,5.04,4.56,6.08,Volteck,5.47,6.35,26121600,Cables electricos y accesorios,P727,Cables conductores,0.038,60.984
