codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
40046,CDU-12E-500,Metro de cordon duplex 12 AWG carrete 500 m Volteck,500,0,23.85,Metro,7.51E+12,17.95,0,19.5,17.95,23.85,16.81,15.47,20.56,Volteck,18.53,21.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.11,114.625
40048,CADES-10,Metro de cable desnudo de cobre calibre 10 AWG rollo 25 m,25,450,22,Metro,7.51E+12,15,0,18,15,22,15.52,12.93,18.97,Volteck,17.24,20,26121600,Cables electricos y accesorios,P542,Cables desnudos,0.044,51.737
40049,CADES-12,Metro de cable desnudo de cobre calibre 12 AWG rollo 25 m,25,525,15,Metro,7.51E+12,10,0,12,10,15,10.34,8.62,12.93,Volteck,11.21,13,26121600,Cables electricos y accesorios,P542,Cables desnudos,0.027,42.071
40051,ALRE-1560,Kilo de alambre recocido calibre 15 en rollo de 60 kg Fiero,60,0,36,kg,7.51E+12,27,0,30,27,36,25.86,23.28,31.03,Fiero,28.45,33,26121500,Alambre electrico,P625,Alambre recocido,1.006,525
40058,PIJC-632,Bolsa con 100 pijas #6 x 1-1/4' multiusos cuerda cerrada,6,96,32,Bolsa,7.51E+12,20,0,26,20,32,22.41,17.24,27.59,Fiero,25,29,31161503,Clavo-tornillo,P513,Pijas,0.16,373.723
40059,PIJC-638,Bolsa con 100 pijas #6 x 1-1/2' multiusos cuerda cerrada,6,96,36,Bolsa,7.51E+12,23,0,30,23,36,25.86,19.83,31.03,Fiero,28.45,33,31161503,Clavo-tornillo,P513,Pijas,0.19,436.371
40068,PIJC-832,Bolsa con 100 pijas #8 x 1-1/4' multiusos cuerda cerrada,6,96,35,Bolsa,7.51E+12,22,0,29,22,35,25,18.97,30.17,Fiero,27.59,32,31161503,Clavo-tornillo,P513,Pijas,0.2,364.455
40069,PIJC-838,Bolsa con 100 pijas #8 x 1-1/2' multiusos cuerda cerrada,6,72,46,Bolsa,7.51E+12,29,0,38,29,46,32.76,25,39.66,Fiero,36.21,42,31161503,Clavo-tornillo,P513,Pijas,0.24,406
40072,PIJC-863,Bolsa con 100 pijas #8 x 2-1/2' multiusos cuerda cerrada,6,72,67,Bolsa,7.51E+12,43,0,55,43,67,47.41,37.07,57.76,Fiero,53.45,62,31161503,Clavo-tornillo,P513,Pijas,0.38,815.377
40087,EMU-2,Empaque union tanque-taza para WC 2' Foset,4,36,12.5,Pieza,7.51E+12,8,0,10.5,8,12.5,9.05,6.9,10.78,Foset,9.91,11.5,40141700,Material de ferreteria y accesorios,P517,Accesorios para WC,0.07,230.518
40088,EMU-3,Empaque union tanque-taza para WC 3' Foset,4,36,19,Pieza,7.51E+12,12,0,15.5,12,19,13.36,10.34,16.38,Foset,14.66,17,40141700,Material de ferreteria y accesorios,P517,Accesorios para WC,0.115,356.905
40090,CADES-10-100,Metro de cable desnudo de cobre calibre 10 AWG rollo 100 m,100,400,20,Metro,7.51E+12,14,0,17,14,20,14.66,12.07,17.24,Volteck,15.95,18.5,26121600,Cables electricos y accesorios,P542,Cables desnudos,0.044,30.408
40091,CADES-12-100,Metro de cable desnudo de cobre calibre 12 AWG rollo 100 m,100,400,14,Metro,7.51E+12,9.5,0,11.5,9.5,14,9.91,8.19,12.07,Volteck,10.78,12.5,26121600,Cables electricos y accesorios,P542,Cables desnudos,0.028,23.832
40112,CAB-14B-500,Metro de cable THHW-LS 14 AWG blanco en carrete de 500 m,500,0,8.25,Metro,7.51E+12,6.19,0,6.75,6.19,8.25,5.82,5.34,7.11,Volteck,6.42,7.45,26121600,Cables electricos y accesorios,P727,Cables conductores,0.031,39.326
40113,CAB-12B-500,Metro de cable THHW-LS 12 AWG blanco en carrete de 500 m,500,0,10.85,Metro,7.51E+12,8.19,0,8.95,8.19,10.85,7.72,7.06,9.35,Volteck,8.49,9.85,26121600,Cables electricos y accesorios,P727,Cables conductores,0.046,39.326
40114,CAB-10B-500,Metro de cable THHW-LS 10 AWG blanco en carrete de 500 m,500,0,17.95,Metro,7.51E+12,13.49,0,14.85,13.49,17.95,12.8,11.63,15.47,Volteck,14.01,16.25,26121600,Cables electricos y accesorios,P727,Cables conductores,0.064,59.895
40115,CAB-8B-500,Metro de cable THHW-LS 8 AWG blanco en carrete de 500 m,500,0,29.15,Metro,7.51E+12,21.85,0,23.95,21.85,29.15,20.65,18.84,25.13,Volteck,22.84,26.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.104,90.234
40116,CAB-14N-500,Metro de cable THHW-LS 14 AWG negro en carrete de 500 m,500,0,8.25,Metro,7.51E+12,6.19,0,6.75,6.19,8.25,5.82,5.34,7.11,Volteck,6.42,7.45,26121600,Cables electricos y accesorios,P727,Cables conductores,0.029,40.028
40117,CAB-12N-500,Metro de cable THHW-LS 12 AWG negro en carrete de 500 m,500,0,10.85,Metro,7.51E+12,8.19,0,8.95,8.19,10.85,7.72,7.06,9.35,Volteck,8.49,9.85,26121600,Cables electricos y accesorios,P727,Cables conductores,0.043,38.905
40118,CAB-10N-500,Metro de cable THHW-LS 10 AWG negro en carrete de 500 m,500,0,17.95,Metro,7.51E+12,13.49,0,14.85,13.49,17.95,12.8,11.63,15.47,Volteck,14.01,16.25,26121600,Cables electricos y accesorios,P727,Cables conductores,0.066,59.895
40119,CAB-8N-500,Metro de cable THHW-LS 8 AWG negro en carrete de 500 m,500,0,29.15,Metro,7.51E+12,21.85,0,23.95,21.85,29.15,20.65,18.84,25.13,Volteck,22.84,26.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.106,91.241
40120,CAB-14V-500,Metro de cable THHW-LS 14 AWG verde en carrete de 500 m,500,0,8.25,Metro,7.51E+12,6.19,0,6.75,6.19,8.25,5.82,5.34,7.11,Volteck,6.42,7.45,26121600,Cables electricos y accesorios,P727,Cables conductores,0.031,39.326
40121,CAB-12V-500,Metro de cable THHW-LS 12 AWG verde en carrete de 500 m,500,0,10.85,Metro,7.51E+12,8.19,0,8.95,8.19,10.85,7.72,7.06,9.35,Volteck,8.49,9.85,26121600,Cables electricos y accesorios,P727,Cables conductores,0.044,38.764
40122,CAB-10V-500,Metro de cable THHW-LS 10 AWG verde en carrete de 500 m,500,0,17.95,Metro,7.51E+12,13.49,0,14.85,13.49,17.95,12.8,11.63,15.47,Volteck,14.01,16.25,26121600,Cables electricos y accesorios,P727,Cables conductores,0.063,59.895
40123,CAB-8V-500,Metro de cable THHW-LS 8 AWG verde en carrete de 500 m,500,0,29.15,Metro,7.51E+12,21.85,0,23.95,21.85,29.15,20.65,18.84,25.13,Volteck,22.84,26.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.106,88.218
40124,CAB-14R-500,Metro de cable THHW-LS 14 AWG rojo en carrete de 500 m,500,0,8.25,Metro,7.51E+12,6.19,0,6.75,6.19,8.25,5.82,5.34,7.11,Volteck,6.42,7.45,26121600,Cables electricos y accesorios,P727,Cables conductores,0.032,39.326
40125,CAB-12R-500,Metro de cable THHW-LS 12 AWG rojo en carrete de 500 m,500,0,10.85,Metro,7.51E+12,8.19,0,8.95,8.19,10.85,7.72,7.06,9.35,Volteck,8.49,9.85,26121600,Cables electricos y accesorios,P727,Cables conductores,0.043,39.326
40126,CAB-10R-500,Metro de cable THHW-LS 10 AWG rojo en carrete de 500 m,500,0,17.95,Metro,7.51E+12,13.49,0,14.85,13.49,17.95,12.8,11.63,15.47,Volteck,14.01,16.25,26121600,Cables electricos y accesorios,P727,Cables conductores,0.063,61.354
40127,CAB-8R-500,Metro de cable THHW-LS 8 AWG rojo en carrete de 500 m,500,0,29.15,Metro,7.51E+12,21.85,0,23.95,21.85,29.15,20.65,18.84,25.13,Volteck,22.84,26.5,26121600,Cables electricos y accesorios,P727,Cables conductores,0.094,92.8
40129,TORC-3/8X2-1/4,Bolsa con 50 tornillos 3/8' x 2-1/4' tipo coche Fiero,3,12,202,Caja,7.51E+12,119,0,165,119,202,142.24,102.59,174.14,Fiero,157.76,183,31161500,Tornillos,P549,Tornillos tuercas y arandelas,1.72,1308.71
40132,PF-1/2GM,Metro de poliducto 1/2' corrugado flex. c/guia rollo 50 m,50,0,7,Metro,7.51E+12,4.5,0,6,4.5,7,5.17,3.88,6.03,Volteck,5.6,6.5,31162800,Ferreteria en general,P537,Poliductos,0.042,664.24
40133,PF-3/4GM,Metro de poliducto 3/4' corrugado flex. c/guia rollo 25 m,25,0,11,Metro,7.51E+12,7,0,9,7,11,7.76,6.03,9.48,Volteck,8.62,10,31162800,Ferreteria en general,P537,Poliductos,0.058,1202.24
40134,PF-1/2M,Metro de poliducto 1/2' corrugado flex. s/guia rollo 50 m,50,0,6.2,Metro,7.51E+12,4,0,5.2,4,6.2,4.48,3.45,5.34,Volteck,4.91,5.7,31162800,Ferreteria en general,P537,Poliductos,0.037,600.704
40135,PF-3/4M,Metro de poliducto 3/4' corrugado flex. s/guia rollo 25 m,25,0,9.5,Metro,7.51E+12,6,0,8,6,9.5,6.9,5.17,8.19,Volteck,7.33,8.5,31162800,Ferreteria en general,P537,Poliductos,0.044,1254.4
40140,BOINM-1085,Mini bote integral 10 cm aro interno de 8.5 cm Volteck,5,90,13.5,Pieza,7.51E+12,8,0,11,8,13.5,9.48,6.9,11.64,Volteck,10.78,12.5,31162800,Ferreteria en general,P610,Botes integrales,0.064,832.448
40145,CAB-12N-20,Carrete con 20 m de cable THHW-LS 12 AWG negro Volteck,6,18,239,Rollo,7.51E+12,179,0,195,179,239,168.1,154.31,206.03,Volteck,185.34,215,26121600,Cables electricos y accesorios,P727,Cables conductores,0.92,2191.394
40146,CAB-12B-20,Carrete con 20 m de cable THHW-LS 12 AWG blanco Volteck,6,18,239,Rollo,7.51E+12,179,0,195,179,239,168.1,154.31,206.03,Volteck,185.34,215,26121600,Cables electricos y accesorios,P727,Cables conductores,0.9,2173.528
40147,CAB-12R-20,Carrete con 20 m de cable THHW-LS 12 AWG rojo Volteck,6,18,239,Rollo,7.51E+12,179,0,195,179,239,168.1,154.31,206.03,Volteck,185.34,215,26121600,Cables electricos y accesorios,P727,Cables conductores,0.92,2165.76
40148,CAB-14N-25,Carrete con 25 m de cable THHW-LS 14 AWG negro Volteck,6,18,225,Rollo,7.51E+12,169,0,185,169,225,159.48,145.69,193.97,Volteck,176.72,205,26121600,Cables electricos y accesorios,P727,Cables conductores,0.845,2080.77
40149,CAB-14B-25,Carrete con 25 m de cable THHW-LS 14 AWG blanco Volteck,6,18,225,Rollo,7.51E+12,169,0,185,169,225,159.48,145.69,193.97,Volteck,176.72,205,26121600,Cables electricos y accesorios,P727,Cables conductores,0.82,2206.921
40150,CAB-14R-25,Carrete con 25 m de cable THHW-LS 14 AWG rojo Volteck,6,18,225,Rollo,7.51E+12,169,0,185,169,225,159.48,145.69,193.97,Volteck,176.72,205,26121600,Cables electricos y accesorios,P727,Cables conductores,0.8,2180.796
40163,TAQ-3/16P,Bolsa con 50 taquetes de plastico 3/16' Fiero,12,216,19,Bolsa,7.51E+12,12,0,15.5,12,19,13.36,10.34,16.38,Fiero,14.66,17,31162103,Anclajes de pared,P867,Taquetes de plastico,0.022,165.048
40164,TAQ-1/2P,Bolsa con 50 taquetes de plastico 1/2' Fiero,12,96,67,Bolsa,7.51E+12,43,0,55,43,67,47.41,37.07,57.76,Fiero,53.45,62,31162103,Anclajes de pared,P867,Taquetes de plastico,0.2,969.994
40165,TOPU-12,Cuna tope de caucho sintetico para puerta de 12 cm Hermex,12,96,11,Pieza,7.51E+12,7,0,9,7,11,7.76,6.03,9.48,Hermex,8.62,10,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.058,116.778
40166,CLE-2-10,Kilo de clavo estandar 2' con cabeza en caja de 10 kg Fiero,10,0,38,kg,7.51E+12,26,0,31,26,38,26.72,22.41,32.76,Fiero,29.31,34,31162800,Ferreteria en general,P519,Clavos para madera,1,580.199
40168,CLE-3-10,Kilo de clavo estandar 3' con cabeza en caja de 10 kg Fiero,10,0,38,kg,7.51E+12,26,0,31,26,38,26.72,22.41,32.76,Fiero,29.31,34,31162800,Ferreteria en general,P519,Clavos para madera,1,603.935
40169,CLE-3-1/2-10,Kilo de clavo estandar 3-1/2' con cabeza en caja de 10 kg,10,0,38,kg,7.51E+12,26,0,31,26,38,26.72,22.41,32.76,Fiero,29.31,34,31162800,Ferreteria en general,P519,Clavos para madera,1.024,528.528
40170,CLE-4-10,Kilo de clavo estandar 4' con cabeza en caja de 10 kg Fiero,10,0,38,kg,7.51E+12,26,0,31,26,38,26.72,22.41,32.76,Fiero,29.31,34,31162800,Ferreteria en general,P519,Clavos para madera,1.03,580.199
40171,CLE-5-10,Kilo de clavo estandar 5' con cabeza en caja de 10 kg Fiero,10,0,38,kg,7.51E+12,26,0,31,26,38,26.72,22.41,32.76,Fiero,29.31,34,31162800,Ferreteria en general,P519,Clavos para madera,1.028,688.195
40200,CDU-14-10,Carrete con 10 m cordon duplex flexible SPT 14 AWG Volteck,6,18,179,Rollo,7.51E+12,135,0,149,135,179,128.45,116.38,154.31,Volteck,142.24,165,24141706,Carrete,P727,Cables conductores,0.88,2191.394
40201,CDU-16-12,Carrete con 12 m cordon duplex flexible SPT 16 AWG Volteck,6,18,139,Rollo,7.51E+12,105,0,115,105,139,99.14,90.52,119.83,Volteck,111.21,129,24141706,Carrete,P727,Cables conductores,0.84,2142.945
40202,CDU-18-20,Carrete con 20 m cordon duplex flexible SPT 18 AWG Volteck,6,18,159,Rollo,7.51E+12,119,0,129,119,159,111.21,102.59,137.07,Volteck,125,145,24141706,Carrete,P727,Cables conductores,0.84,2188.682
40204,CCA-8B,Rollo de 100 metros de cable THW CCA 8 AWG blanco Basic,1,0,925,Rollo,7.50E+12,635,0,765,635,925,659.48,547.41,797.41,Volteck,719.83,835,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,5.56,8052.352
40205,CCA-8N,Rollo de 100 metros de cable THW CCA 8 AWG negro Basic,1,0,925,Rollo,7.50E+12,635,0,765,635,925,659.48,547.41,797.41,Volteck,719.83,835,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,5.4,8262
40206,CCA-8R,Rollo de 100 metros de cable THW CCA 8 AWG rojo Basic,1,0,925,Rollo,7.50E+12,635,0,765,635,925,659.48,547.41,797.41,Volteck,719.83,835,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,5.44,8066.118
40207,CCA-8V,Rollo de 100 metros de cable THW CCA 8 AWG verde Basic,1,0,925,Rollo,7.50E+12,635,0,765,635,925,659.48,547.41,797.41,Volteck,719.83,835,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,5.22,8052
40208,CCA-10B,Rollo de 100 metros de cable THW CCA 10 AWG blanco Basic,1,4,575,Rollo,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Volteck,452.59,525,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,3.22,7811.375
40209,CCA-10N,Rollo de 100 metros de cable THW CCA 10 AWG negro Basic,1,4,575,Rollo,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Volteck,452.59,525,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,3.43,7807.17
40210,CCA-10R,Rollo de 100 metros de cable THW CCA 10 AWG rojo Basic,1,4,575,Rollo,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Volteck,452.59,525,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,3.3,7907.952
40211,CCA-10V,Rollo de 100 metros de cable THW CCA 10 AWG verde Basic,1,4,575,Rollo,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Volteck,452.59,525,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,3.22,7719.95
40212,CCA-12B,Rollo de 100 metros de cable THW CCA 12 AWG blanco Basic,1,6,395,Rollo,7.50E+12,275,0,329,275,395,283.62,237.07,340.52,Volteck,314.66,365,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,2.32,6016.34
40213,CCA-12N,Rollo de 100 metros de cable THW CCA 12 AWG negro Basic,1,6,395,Rollo,7.50E+12,275,0,329,275,395,283.62,237.07,340.52,Volteck,314.66,365,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,2.34,5853.408
40214,CCA-12R,Rollo de 100 metros de cable THW CCA 12 AWG rojo Basic,1,6,395,Rollo,7.50E+12,275,0,329,275,395,283.62,237.07,340.52,Volteck,314.66,365,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,2.42,6012.406
40215,CCA-12V,Rollo de 100 metros de cable THW CCA 12 AWG verde Basic,1,6,395,Rollo,7.50E+12,275,0,329,275,395,283.62,237.07,340.52,Volteck,314.66,365,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,2.32,5947.13
40216,CCA-14B,Rollo de 100 metros de cable THW CCA 14 AWG blanco Basic,1,6,305,Rollo,7.50E+12,209,0,249,209,305,214.66,180.17,262.93,Volteck,237.07,275,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,1.8,5088.235
40217,CCA-14N,Rollo de 100 metros de cable THW CCA 14 AWG negro Basic,1,6,305,Rollo,7.50E+12,209,0,249,209,305,214.66,180.17,262.93,Volteck,237.07,275,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,1.8,4972.315
40218,CCA-14R,Rollo de 100 metros de cable THW CCA 14 AWG rojo Basic,1,6,305,Rollo,7.50E+12,209,0,249,209,305,214.66,180.17,262.93,Volteck,237.07,275,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,1.85,5168.514
40219,CCA-14V,Rollo de 100 metros de cable THW CCA 14 AWG verde Basic,1,6,305,Rollo,7.50E+12,209,0,249,209,305,214.66,180.17,262.93,Volteck,237.07,275,26121600,Cables electricos y accesorios,P821,Cables conductores Volteck Basic,1.68,5077.685
40230,CLE-2A,Blister con 35 clavos estandar 2' con cabeza Fiero,12,144,8,Pieza,7.50E+12,5,0,6.5,5,8,5.6,4.31,6.9,Fiero,6.03,7,31162000,Clavos,P829,Clavos en blister,0.09,184.335
40231,CLE-1A,Blister con 130 de clavo estandar 1' con cabeza Fiero,12,144,8,Pieza,7.50E+12,5,0,6.5,5,8,5.6,4.31,6.9,Fiero,6.03,7,31162000,Clavos,P829,Clavos en blister,0.08,181.944
40245,PR-1/2,Metro de poliducto 1/2' rigido rollo con 100 metros,100,0,7,Metro,7.50E+12,4.5,0,6,4.5,7,5.17,3.88,6.03,Volteck,5.6,6.5,31162800,Ferreteria en general,P537,Poliductos,0.078,767.295
40246,PR-3/4,Metro de poliducto 3/4' rigido rollo con 100 metros,100,0,9.5,Metro,7.50E+12,6,0,8,6,9.5,6.9,5.17,8.19,Volteck,7.33,8.5,31162800,Ferreteria en general,P537,Poliductos,0.1,924.008
40247,CAB-8B-10,Carrete con 10 m de cable THHW-LS 8 AWG blanco Volteck,6,18,315,Rollo,7.50E+12,235,0,259,235,315,223.28,202.59,271.55,Volteck,245.69,285,31162800,Ferreteria en general,P727,Cables conductores,1.26,2149.8
40248,CAB-8N-10,Carrete con 10 m de cable THHW-LS 8 AWG negro Volteck,6,18,315,Rollo,7.50E+12,235,0,259,235,315,223.28,202.59,271.55,Volteck,245.69,285,31162800,Ferreteria en general,P727,Cables conductores,1.11,2064.409
40249,CAB-8R-10,Carrete con 10 m de cable THHW-LS 8 AWG rojo Volteck,6,18,315,Rollo,7.50E+12,235,0,259,235,315,223.28,202.59,271.55,Volteck,245.69,285,31162800,Ferreteria en general,P727,Cables conductores,1.12,2115.264
40250,CAB-8V-10,Carrete con 10 m de cable THHW-LS 8 AWG verde Volteck,6,18,315,Rollo,7.50E+12,235,0,259,235,315,223.28,202.59,271.55,Volteck,245.69,285,31162800,Ferreteria en general,P727,Cables conductores,1.13,2066.118
40252,CAB-12V-20,Carrete con 20 m de cable THHW-LS 12 AWG verde Volteck,6,18,239,Rollo,7.50E+12,179,0,195,179,239,168.1,154.31,206.03,Volteck,185.34,215,31162800,Ferreteria en general,P727,Cables conductores,0.93,2058.116
40253,CAB-14V-25,Carrete con 25 m de cable THHW-LS 14 AWG verde Volteck,6,18,225,Rollo,7.50E+12,169,0,185,169,225,159.48,145.69,193.97,Volteck,176.72,205,31162800,Ferreteria en general,P727,Cables conductores,0.71,2068
40704,NUDO-1/8G,Bolsa c/100 nudos (perros) de hierro p/cable de 1/8' Fiero,1,10,355,Bolsa,7.50E+12,225,0,295,225,355,254.31,193.97,306.03,Fiero,280.17,325,27112700,Herramientas mecanicas,P442,Accesorios para cable,1.35,881.6
40705,NUDO-3/16G,Bolsa c/50 nudos (perros) de hierro p/cable de 3/16' Fiero,1,10,255,Bolsa,7.50E+12,165,0,215,165,255,185.34,142.24,219.83,Fiero,202.59,235,27112700,Herramientas mecanicas,P442,Accesorios para cable,1.385,851.2
40706,NUDO-1/4G,Bolsa c/40 nudos (perros) de hierro p/cable de 1/4' Fiero,1,10,305,Bolsa,7.50E+12,195,0,255,195,305,219.83,168.1,262.93,Fiero,237.07,275,27112700,Herramientas mecanicas,P442,Accesorios para cable,1.97,1040.4
40707,NUDO-5/16G,Bolsa c/25 nudos (perros) de hierro p/cable de 5/16' Fiero,1,10,215,Bolsa,7.50E+12,135,0,175,135,215,150.86,116.38,185.34,Fiero,168.1,195,27112700,Herramientas mecanicas,P442,Accesorios para cable,1.47,942.4
40708,NUDO-3/8G,Bolsa c/20 nudos (perros) de hierro p/cable de 3/8' Fiero,1,10,295,Bolsa,7.50E+12,185,0,235,185,295,202.59,159.48,254.31,Fiero,228.45,265,27112700,Herramientas mecanicas,P442,Accesorios para cable,1.47,1101.6
40714,ATD-3,Abrazadera para toma domiciliaria PP 3' x 1/2' Foset,4,24,109,Pieza,7.50E+12,75,0,89,75,109,76.72,64.66,93.97,Foset,85.34,99,31162906,Abrazaderas de manguera o tubo,P839,Abrazaderas para toma domiciliaria,0.35,1472.203
40715,ATD-4,Abrazadera para toma domiciliaria PP 4' x 1/2' Foset,4,24,125,Pieza,7.50E+12,85,0,105,85,125,90.52,73.28,107.76,Foset,99.14,115,31162906,Abrazaderas de manguera o tubo,P839,Abrazaderas para toma domiciliaria,0.412,2108
40733,PILA-10X1A,Blister con 10 pijas para lamina #10 x 1' Fiero,12,144,6.2,Pieza,7.50E+12,4,0,5.2,4,6.2,4.48,3.45,5.34,Fiero,4.91,5.7,56121900,Mobiliario de demostracion,P858,Pijas en blister,0.04,192.2
40735,PIJ-838A,Blister con 14 pijas multiusos #8 x 1-1/2' Fiero,12,144,6.2,Pieza,7.50E+12,4,0,5.2,4,6.2,4.48,3.45,5.34,Fiero,4.91,5.7,56121900,Mobiliario de demostracion,P858,Pijas en blister,0.04,181.8
40737,PIJ-638A,Blister con 16 pijas multiusos #6 x 1-1/2' Fiero,12,144,6.2,Pieza,7.50E+12,4,0,5.2,4,6.2,4.48,3.45,5.34,Fiero,4.91,5.7,56121900,Mobiliario de demostracion,P858,Pijas en blister,0.03,181.489
40738,PF-1/2R,Metro de poliducto 1/2' corrugado flex. reforz. s/guia 100m,100,0,8,Metro,7.50E+12,5,0,6.5,5,8,5.6,4.31,6.9,Volteck,6.03,7,31162800,Ferreteria en general,P537,Poliductos,0.041,776.969
40739,PF-3/4R,Metro de poliducto 3/4' corrugado flex. reforz. s/guia 50m,50,0,11,Metro,7.50E+12,7,0,9,7,11,7.76,6.03,9.48,Volteck,8.62,10,31162800,Ferreteria en general,P537,Poliductos,0.051,1267.875
40740,PF-1/2RG,Metro de poliducto 1/2' corrugado flex. reforz. c/guia 100m,100,0,8.5,Metro,7.50E+12,5.5,0,7,5.5,8.5,6.03,4.74,7.33,Volteck,6.9,8,31162800,Ferreteria en general,P537,Poliductos,0.045,756.818
40741,PF-3/4RG,Metro de poliducto 3/4' corrugado flex. reforz. c/guia 50m,50,0,12.5,Metro,7.50E+12,8,0,10.5,8,12.5,9.05,6.9,10.78,Volteck,9.91,11.5,31162800,Ferreteria en general,P537,Poliductos,0.06,1399.68
40742,TAQ-7/32P,Bolsa con 50 taquetes de plastico 7/32' Fiero,12,216,20,Bolsa,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Fiero,16.38,19,31162103,Anclajes de pared,P867,Taquetes de plastico,0,0
40743,TQ-1/2TJ,Kit 20 taquetes plasticos 1/2' p/panel de yeso con pijas #8,10,120,35,Bolsa,7.50E+12,22,0,29,22,35,25,18.97,30.17,Fiero,27.59,32,31162103,Anclajes de pared,P866,Taquetes de plastico con pijas juegos,0.084,231.2
40744,TAQ-3/16PA,Bolsa con 20 taquetes de plastico 3/16' Fiero,12,216,8.5,Bolsa,7.51E+12,5.5,0,7,5.5,8.5,6.03,4.74,7.33,Fiero,6.9,8,31162103,Anclajes de pared,P867,Taquetes de plastico,0.011,123.5
40745,TAQ-7/32PA,Bolsa con 20 taquetes de plastico 7/32' Fiero,12,216,9.5,Bolsa,7.51E+12,6,0,8,6,9.5,6.9,5.17,8.19,Fiero,7.33,8.5,31162103,Anclajes de pared,P867,Taquetes de plastico,0,0
40746,TAQ-1/4PA,Bolsa con 20 taquetes de plastico 1/4' Fiero,24,216,10,Bolsa,7.51E+12,6.5,0,8.5,6.5,10,7.33,5.6,8.62,Fiero,8.19,9.5,31162103,Anclajes de pared,P867,Taquetes de plastico,0.023,225
40747,TAQ-5/16PA,Bolsa con 20 taquetes de plastico 5/16' Fiero,24,216,14,Bolsa,7.51E+12,9,0,12,9,14,10.34,7.76,12.07,Fiero,11.21,13,31162103,Anclajes de pared,P867,Taquetes de plastico,0.032,169.5
